категория,название,ссылка,калории,белки,жиры,углеводы
Хлеб и выпечка,43.Хлеб Казачий 360г,https://magnit.ru/product/1000523557-khleb_kazachiy_360g_kulinariya,276.0,7.5,4.5,51.5
Хлеб и выпечка,27.Батончик Аютинский нарезанный Аютинский хлеб 200г,https://magnit.ru/product/1000150422-batonchik_ayutinskiy_narez_v_s_0_2kg_fl_p_gukovskaya,265.0,7.5,3.1,51.8
Хлеб и выпечка,34.Хлебцы Гречневые ржаные М Образ Жизни 100г4.8· 521 отзыв,https://magnit.ru/product/1000208503-khlebtsy_zdorovyy_stil_grechnevo_rzhanye_100g,,,,
Хлеб и выпечка,89.Лаваш Армянский бездрожжевой Анрик 340г4.6· 82 отзыва,https://magnit.ru/product/1000201063-lavash_armyanskiy_bezdrozh_1s_340g_p_up_anrik,290.0,10.5,1.9,56.4
Хлеб и выпечка,35.Хлеб Бородинский ржаной нарезанный 330г,https://magnit.ru/product/1000076773-khleb_borodinskiy_narez_rzhan_0_33kg_fl_p_gukovskaya_m_yu,229.0,6.5,2.1,46.0
Хлеб и выпечка,57.Батон Летний дар Краснодарский хлебозавод №6 350г4.7· 133 отзыва,https://magnit.ru/product/1000027433-baton_letniy_v_s_0_35kg_ne_upak_khlebozavod_6,266.0,8.0,3.0,8.0
Хлеб и выпечка,51.69.Хлеб Старославянский 390г,https://magnit.ru/product/1000504366-khleb_staroslavyanskiy_0_39kg_kulinariya,222.0,6.0,0.5,47.0
Хлеб и выпечка,279.Рулет с маковой начинкой Сдобная особа 400г,https://magnit.ru/product/1649500093-rulet_sdobnaya_osoba_s_makovoy_nachinkoy_400g,392.0,7.5,18.0,50.0
Хлеб и выпечка,74.Хлеб Зерновой мультизлаковый со льном Сибирский пекарь 280г4.8· 264 отзыва,https://magnit.ru/product/1000369727-khleb_zernovoy_multizlakovyy_so_lnom_280g_polietilenovaya_upakovka_sibirskiy_pekar_12,228.0,6.2,2.3,48.9
Хлеб и выпечка,109.Рисовые хлебцы хрустящие со вкусом сметана-зелень Dr. Korner 80г,https://magnit.ru/product/1000497066-dr_korner_khlebtsy_khrustyashch_risov_smet_zelen_80g_khlebprom,390.0,5.5,15.0,58.0
Хлеб и выпечка,109.139.Лаваш деревенский Mission 270г4.8· 224 отзыва,https://magnit.ru/product/1000324423-mission_lavash_derevenskiy_270g_polietilenovaya_upakovka_mishn_fuds_stupino_ooo_12,290.0,8.0,7.0,47.0
Хлеб и выпечка,27.Хлеб Домашний 300г4.8· 22 отзыва,https://magnit.ru/product/1119991009-khleb_domashniy_0_3kg_sp_gm,180.0,7.3,1.4,35.4
Хлеб и выпечка,Создали для вас67.Рулет бисквитный вареная сгущенка Lucky Days 200г,https://magnit.ru/product/1000245986-rulet_biskvitnyy_lucky_days_varenaya_sgushchenka_200g,400.0,4.0,15.0,62.0
Хлеб и выпечка,39.Хлеб Тостовый пшеничный нарезанный Аютинский хлеб 280г4.8· 193 отзыва,https://magnit.ru/product/1000294726-ayutinskiy_khleb_khleb_tostovyy_narez_psh_0_28kg_p_up_15,268.0,7.7,2.7,52.0
Хлеб и выпечка,79.Лаваш Армянский тонкий ХК Лавина 300г4.8· 72 отзыва,https://magnit.ru/product/1000048834-lavash_armyanskiy_tonkiy_300g_p_up_lavina,270.0,9.1,1.1,56.0
Хлеб и выпечка,71.Хлеб Бородинский нарезанный ржано-пшеничный Краснодарский хлебозавод №6 450г4.7· 92 отзыва,https://magnit.ru/product/1000134831-khleb_borodinskiy_form_narez_rzhan_pshen_0_45kg_khlebzavod_6,210.0,6.0,1.0,44.0
Хлеб и выпечка,24.Хлеб Дарницкий Моя цена 580г,https://magnit.ru/product/1000348511-moya_tsena_khleb_rzhano_pshenichnyy_formovoy_580g_polietilenovaya_upakovka_ooo_kislovodskiy_khleboza,200.0,6.6,1.1,41.0
Хлеб и выпечка,75.Хлебцы гречневые с витаминами без глютена Dr.Korner 100г,https://magnit.ru/product/1000116472-khlebtsy_dr_korner_grechnevye_s_vitaminami_bez_glyutena_100g,280.0,12.0,3.0,52.0
Хлеб и выпечка,44.Батон Летний дар нарезанный Краснодарский хлебозавод №6 170г4.8· 72 отзыва,https://magnit.ru/product/1000335181-baton_letniy_v_narezke_polovinka_v_s_170g_pishchevaya_plenka_ao_krasnodarskiy_khlebozavod_6_,266.0,7.6,2.7,52.6
Хлеб и выпечка,86.Хлеб Премиум суперсемечковый нарезанный Аютинский хлеб 330г5· 162 отзыва,https://magnit.ru/product/1000294728-ayutinskiy_khleb_khleb_preimum_supersemechkovyy_narez_psh_330g_15,286.0,9.0,7.3,46.0
Хлеб и выпечка,139.Хлебцы ржаные с семенами льна подсолнечника и кунжута Magic Grain 160г,https://magnit.ru/product/1000292685-magic_grain_khlebtsy_rzh_s_sem_lna_podsoln_kunzh_160g_k_up_8,386.0,11.0,18.0,45.0
Хлеб и выпечка,67.Хлеб Казачий бездрожжевой нарезанный 180г,https://magnit.ru/product/8000026906-khleb_kazachiy_bezdrozhzhevoy_narez_0_18kg_bum_up_khz_6,230.0,7.5,1.0,48.0
Хлеб и выпечка,69.89.Хлеб Чиабатта зерновая 300г,https://magnit.ru/product/1000253543-khleb_chiabatta_zernovaya_0_3_kg_polietilenovyy_paket_sp_gm,320.0,10.0,7.0,54.0
Хлеб и выпечка,49.73.Хлебцы Три злака Dr.Korner 90г,https://magnit.ru/product/1000562543-dr_korner_khlebtsy_tri_zlaka_90g_khlebprom,290.0,10.0,2.0,58.0
Хлеб и выпечка,67.79.Хлеб с отрубями 500г,https://magnit.ru/product/1000253547-khleb_s_otrubyami_0_5_kg_polietilenovyy_paket_sp_gm,250.0,8.0,1.0,52.0
Хлеб и выпечка,22.Хлеб Пшеничный Моя цена 550г,https://magnit.ru/product/1000348512-moya_tsena_khleb_pshenichnyy_formovoy_1_sort_550g_polietilenovaya_upakovka_ooo_kislovodskiy_khleboza,232.0,7.5,1.0,48.5
Хлеб и выпечка,59.Хлеб Кубанский 400г,https://magnit.ru/product/1000253544-1000253544,260.0,7.0,1.8,49.0
Хлеб и выпечка,62.Батон Нарезной нарезанный Аютинский хлеб 380г,https://magnit.ru/product/1391400234-baton_nareznoy_narez_0_38kg_p_up_ayutinskiy_khleb,264.0,7.5,2.9,50.9
Хлеб и выпечка,Лепешки Тортильи пшеничные оригинальные Mission 250г,https://magnit.ru/product/1000164468-mission_lepeshki_tortili_original_pshen_250g_10,280.0,7.0,7.0,46.0
Хлеб и выпечка,59.Хлеб Рисовый 400г,https://magnit.ru/product/1000253546-khleb_risovyy_0_4_kg_polietilenovyy_paket_sp_gm,280.0,8.0,1.0,59.0
Хлеб и выпечка,89.109.Тортилья пшеничная Mutlukal Tortillas 260г4.9· 121 отзыв,https://magnit.ru/product/1000463497-mutlukal_tortillas_tortilya_pshenichnaya_260g_p_up,290.0,7.5,6.1,55.2
Хлеб и выпечка,74.Хлеб Городской нарезанный Краснодарский хлебозавод №6 500г,https://magnit.ru/product/1000055784-khleb_gorodskoy_narez_1s_0_5kg_p_up_khlebozavod_6,240.0,7.9,0.9,48.6
Хлеб и выпечка,74.Хлеб Зерновой 6 злаков с полбой Сибирский пекарь 280г,https://magnit.ru/product/1000369728-khleb-sibirskiy-pekar-zernovoy-6-zlakov-280g,278.0,6.8,3.6,47.2
Хлеб и выпечка,89.Хлебцы Бородинские хрустящие цельнозерновые Хлебцы молодцы 150г4.8· 71 отзыв,https://magnit.ru/product/1000208460-khlebtsy_molodtsy_borodinskie_tselnozernovye_150g,310.0,12.0,2.2,60.0
Хлеб и выпечка,109.129.Рулет бисквитный Вишнёвый Яшкино 200г,https://magnit.ru/product/1000261226-yashkino_rulet_vishnya_200g_floupak_kdv_minusinsk_ooo_14,370.0,5.0,13.0,58.0
Овощи и фрукты,89.Салат Капуста маринованная300г299. · 1кг4.8· 21 отзыв,https://magnit.ru/product/1000107321-kapusta_belokochannaya_marinovannaya_sp_gm,113.0,2.1,,26.0
Овощи и фрукты,179.Лонган 150г,https://magnit.ru/product/1000144866-longan-150g,,,,
Овощи и фрукты,84.Лук светофор М Свежесть 500г4.7· 2 отзыва,https://magnit.ru/product/1000116825-luk_svetofor_3sht,,,,
Хлеб и выпечка,59.Хлеб Обеденный 400г,https://magnit.ru/product/1000253541-khleb_obedennyy_0_4_kg_polietilenovyy_paket_sp_gm,250.0,8.0,1.0,51.0
Овощи и фрукты,343.Вишня Мираторг без косточки быстрозамороженная 300г,https://magnit.ru/product/1000188638-vitamin_vishn_b_kostochki_0_3_kg_fl_p_miratorg_10,48.0,0.8,0.5,10.6
Овощи и фрукты,68.Лук ялтинский300г229. · 1кг,https://magnit.ru/product/1000123146-luk_yaltinskiy_tsena_za_kg_10,,,,
Овощи и фрукты,259.299.Ягодный коктейль быстрозамороженный Мираторг 300г,https://magnit.ru/product/1000286668-vitamin_yagodnyy_kokteyl_0_3kg_trioinvest_10,31.0,0.8,0.2,68.0
Овощи и фрукты,359.Вишня сушеная300г1199. · 1кг,https://magnit.ru/product/1000348858-vishnya_1kg_v_ne_upakovan_obshchestvo_s_ogranichennoy_otvetstvennostyu_kfk_oktyabr_3,,,,
Овощи и фрукты,124.159.Грибы Вешенки маринованные 250г,https://magnit.ru/product/1000297787-griby_marinovannye_veshenki_250g_plastikovaya_banka_6,,,,
Овощи и фрукты,Создали для вас139.Базилик М Свежесть 30г,https://magnit.ru/product/1000388051-bazilik_30g,,,,
Овощи и фрукты,389.Жимолость Планета витаминов Гурманика быстрозамороженная 200г,https://magnit.ru/product/1000460737-planeta_vitaminov_gurmanika_zhimolost_200g,53.0,1.6,0.3,14.0
Овощи и фрукты,282.319.Смесь для чая Мираторг с облепихой и имбирем быстрозамороженная 300г,https://magnit.ru/product/1000229185-vitamin_smes_dlya_chaya_oblepikha_imbir_0_3kg_fl_p_trio_10,179.0,0.8,2.3,4.7
Овощи и фрукты,119.149.Чеснок соленый дольки 250г,https://magnit.ru/product/1000525688-chesnok_solenyy_dolki_250_g,,,,
Овощи и фрукты,104.Лук белый М Свежесть 400г,https://magnit.ru/product/1000458057-luk_belyy_3sht,,,,
Овощи и фрукты,79.Лук зеленый100г799. · 1кг4.7· 24 отзыва,https://magnit.ru/product/3414500014-luk_zelenyy_1kg_5,,,,
Овощи и фрукты,34.Петрушка50г699. · 1кг,https://magnit.ru/product/3414500017-petrushka_1kg_5,,,,
Овощи и фрукты,151.Яблоки Пинк800г189. · 1кг4.8· 154 отзыва,https://magnit.ru/product/1444000065-yabloki_pink_1_kg,,,,
Овощи и фрукты,119.Яблоки свежие мытые 2шт,https://magnit.ru/product/8000105722-yabloki_svezhie_mytye_2sht,,,,
Овощи и фрукты,379.Джек-фрут 150г,https://magnit.ru/product/1499910330-dzhek_frut_200g,95.0,1.7,0.6,21.8
Овощи и фрукты,339.Гранадилла + Маракуйя Дуэт3.4· 3 отзыва,https://magnit.ru/product/8000025436-duet_granadilla_marakuyya_1upak,,,,
Овощи и фрукты,198.Клубника Мираторг быстрозамороженная 300г4.8· 3 отзыва,https://magnit.ru/product/1499919787-vitamin_klubnika_0_3_kg_fl_p_miratorg_20,30.0,0.8,0.4,5.8
Овощи и фрукты,159.Лимон M Свежесть 2шт,https://magnit.ru/product/8000059289-limon_fasovannyy_2_sht,,,,
Овощи и фрукты,219.Яблоки Альва Собрано в саду 4шт,https://magnit.ru/product/8000132968-yabloki_alva_sobrano_v_sadu_4sht_bf_,,,,
Овощи и фрукты,249.Гранадилла,https://magnit.ru/product/1444282227-granadilla-200g,,,,
Овощи и фрукты,149.Салатная смесь Рукола-ростки золотого гороха Белая дача Botanicum 75г5· 2 отзыва,https://magnit.ru/product/8000078345-salatnyy_miks_bd_botanicum_rukola_rostki_zolotogo_gorokha_75g,25.0,2.6,0.7,2.1
Овощи и фрукты,229.Яблоки Криппс Пинк Собрано в саду 4шт,https://magnit.ru/product/8000136879-yabloki_kripps_pink_sobrano_v_sadu_4sht_bf_,,,,
Овощи и фрукты,149.Салатная смесь Шпинат-ростки золотого гороха Белая дача Botanicum 75г4.8· 4 отзыва,https://magnit.ru/product/8000078344-salatnyy_miks_bd_botanicum_shpinat_rostki_zolotogo_gorokha_75g,23.0,3.1,0.6,1.4
Овощи и фрукты,329.Фруктовая смесь Тропический лимонад замороженная Мираторг 300г,https://magnit.ru/product/8000049691-miratorg_smes_tropicheskiy_limonad_300g_fl_p_trio_invest,117.0,1.8,2.7,21.5
Овощи и фрукты,63.Лук белый400г159. · 1кг,https://magnit.ru/product/3412080031-luk_belyy,,,,
Овощи и фрукты,154.Лук ялтинский M Свежесть Original 300г4.7· 23 отзыва,https://magnit.ru/product/1000290914-luk_yaltinskiy_300g_setka_bashkirova_natalya_borisovna_ip_10,,,,
Овощи и фрукты,69.Укроп100г699. · 1кг4.7· 31 отзыв,https://magnit.ru/product/3414500015-ukrop_1kg_5,,,,
Овощи и фрукты,339.Кумкват 200г,https://magnit.ru/product/1499910318-kumkvat-250g,,,0.25,
Овощи и фрукты,159.Салатный микс Айсберг Романо Рукола 75г4.6· 32 отзыва,https://magnit.ru/product/1000373536-salatnyy_miks_mini_romano_mini_aysberg_rukkola_75gr_75g_korreks_ao_belaya_dacha_treyding_4,,,,
Овощи и фрукты,219.Ягодная смесь Моя цена быстрозамороженная 300г,https://magnit.ru/product/1000190554-yagodnaya_smes_moya_tsena_zamorozhennaya_300g,113.0,0.8,0.3,8.0
Овощи и фрукты,799.Ананас спелый2кг399. · 1кг,https://magnit.ru/product/1000274535-ananasy-gold,,,,
Овощи и фрукты,139.Салат Капуста квашеная с имбирем 500г4.7· 24 отзыва,https://magnit.ru/product/1000417431-kapusta_kvashenaya_shinkovannaya_s_imbirem_500_g_pl_ban,,,,
Овощи и фрукты,73.Основа для лимонадов и коктейлей Айскро Клубника-лемонграсс быстрозамороженная 100г,https://magnit.ru/product/1000500726-ayskro_osnova_dlya_limonada_i_kokteyley_klubnika_lemongrass_100g,142.0,0.1,0.2,34.9
Овощи и фрукты,199.Салат Руккола мытая Белая Дача 50г,https://magnit.ru/product/8000085362-salat_rukkola_belaya_dacha_50g,18.0,1.5,0.2,2.0
Овощи и фрукты,149.Салатная смесь Рукола-радиччо-фриссе Белая дача 75г,https://magnit.ru/product/1000406888-salatnyy_miks_belaya_dacha_rukkola_radichcho_frisse_75g,,,,
Овощи и фрукты,239.Манго Экстра 300г,https://magnit.ru/product/1000017461-mango_ekstra_tsena_za_sht_300g_razlichnye_postavshchiki,,,,
Овощи и фрукты,369.Рамбутан 150г,https://magnit.ru/product/1000139241-rambutan_1upak,,,,
Овощи и фрукты,199.Салатный микс Босфор Белая дача 130г,https://magnit.ru/product/1000497837-salatnyy_miks_bosfor_130g,,,,
Овощи и фрукты,229.Маракуйя желтая,https://magnit.ru/product/8000085461-marakuyya_zheltaya_1upak,90.0,2.5,0.5,20.0
Овощи и фрукты,179.Нектарин Желтый500г359. · 1кг,https://magnit.ru/product/1000500782-nektarin_zheltyy_1kg,,,,
Овощи и фрукты,114.169.Напиток чайный Магнит Облепиха Лимон и пряности 50г,https://magnit.ru/product/1000451934-premiere_of_taste_chayn_napitok_oblep_limon_i_pryan_50g,137.0,1.1,3.5,25.3
Овощи и фрукты,369.Черная смородина быстрозамороженная500г739. · 1кг4.9· 53 отзыва,https://magnit.ru/product/1000153471-chernaya_smorodina_v_k_up_10,67.0,1.2,0.4,14.6
Овощи и фрукты,89.Имбирь маринованный 200г,https://magnit.ru/product/1000297783-imbir_marinovannyy_200g,,,,
Овощи и фрукты,159.Физалис 100г,https://magnit.ru/product/1444282088-fizalis_1upak,,,,
Овощи и фрукты,169.Картофель Беби M Свежесть Original2кг84. · 1кг4.2· 82 отзыва,https://magnit.ru/product/1000429798-kartofel_bebi_setka_2_kg_tsena_za_kg,,,,
Овощи и фрукты,219.399.Капуста пекинская Кимчи Yu Mei 500г,https://magnit.ru/product/8000118611-yu_mei_kapusta_pekinskaya_kimchi_500g_v_u_20,59.0,2.8,0.8,9.9
Овощи и фрукты,134.Капуста маринованная 500г4.7· 273 отзыва,https://magnit.ru/product/1000346215-kapusta_marinovannaya_diet_500g_plastikovaya_banka_6,,,,
Овощи и фрукты,139.Сельдерей стебель,https://magnit.ru/product/3412080025-selderey_stebel_1sht,,,,
Овощи и фрукты,Создали для вас169.Томаты черри Рыжий чемпион Premiere of taste 200г,https://magnit.ru/product/1000451892-premiere_of_taste_tomaty_cherri_ryzhiy_chemp_200g,,,,
Овощи и фрукты,Создали для вас209.Томаты черри тримикс M Свежесть 350г,https://magnit.ru/product/1000216710-tomaty_cherri_trimiks_350g,,,,
Овощи и фрукты,119.Алыча зеленая 250г4.1· 2 отзыва,https://magnit.ru/product/1000496384-alycha_zelenaya_fas_250g,,,,
Овощи и фрукты,Создали для вас159.179.Шампиньоны королевские М Свежесть 300г4.6· 471 отзыв,https://magnit.ru/product/2400000207-griby_shampinony_korolevskie_300g,,,,
Овощи и фрукты,Салатная смесь Рукола-радичио Белая дача 75г4.7· 592 отзыва,https://magnit.ru/product/1000166121-salat_rukkola_radichio_75g,,,,
Овощи и фрукты,169.Томаты Черри красные Сладкая ягода 200г,https://magnit.ru/product/8000050991-tomaty_sladkaya_yagoda_cherri_krasnye_200g,,,,
Овощи и фрукты,149.Лайм 250г4.9· 101 отзыв,https://magnit.ru/product/1000217287-laym-250g,,,,
Овощи и фрукты,104.Лук красный М Свежесть 3шт,https://magnit.ru/product/1000458058-luk_krasnyy_3sht,,,,
Овощи и фрукты,Создали для вас99.Салат листовой Микс в горшочке M Свежесть 70г,https://magnit.ru/product/3019040401-salat-listovoy-miks-v-gorshochke-70g,,,,
Овощи и фрукты,149.Маракуйя п4.3· 32 отзыва,https://magnit.ru/product/1444500016-marakuyya_1upak,,,,
Овощи и фрукты,Создали для вас59.Петрушка М Свежесть 50г4.4· 31 отзыв,https://magnit.ru/product/3412080024-petrushka_50g,,,,
Овощи и фрукты,41.Чеснок молодой100г419. · 1кг,https://magnit.ru/product/3414500006-chesnok_molodoy_1kg,,,,
Овощи и фрукты,Создали для вас99.Салат Фриллис в горшочке M Свежесть 100г,https://magnit.ru/product/1000117093-salat_frillis_v_gorshochke,,,,
Овощи и фрукты,Создали для вас65.Укроп М Свежесть 50г,https://magnit.ru/product/3412080023-ukrop_50g,,,,
Овощи и фрукты,135.169.Томаты Черри Эко-культура Вау красные шейкер 200г,https://magnit.ru/product/8000015106-tomaty_cherri_eko_kultura_vau_krasnye_sheyker_200g,,,,
Овощи и фрукты,551.Тыква Баттернат2.30кг239. · 1кг,https://magnit.ru/product/9072651208-tykva_batternat_1kg,,,,
Овощи и фрукты,Только у нас319.Вишня Green Ribbon быстрозамороженная 300г,https://magnit.ru/product/1000543025-green_ribbon_vishnya_zamor_b_kost_300g,50.0,1.0,0.2,11.0
Овощи и фрукты,Разные сорта169.Киви спелое 3шт,https://magnit.ru/product/1000372380-kivi_kivi_0_250kg_lotok_selpo_ooo_8,,,,
Овощи и фрукты,101.Перец сладкий желтый300г · 1кг,https://magnit.ru/product/1444282021-perets_zhyeltyy_1kg,,,,
Овощи и фрукты,449.Капуста цветная1.50кг299. · 1кг,https://magnit.ru/product/3412100011-kapusta_tsvetnaya,,,,
Овощи и фрукты,Разные сорта109.Огурцы среднеплодные пупырчатые 600г4.4· 141 отзыв,https://magnit.ru/product/1000218055-ogurtsy_sredneplodnye_pupyrchatye_600g,,,,
Овощи и фрукты,209.Клубника Местная300г699. · 1кг,https://magnit.ru/product/1000447454-klubnika_mestnaya,,,,
Овощи и фрукты,95.Корень имбиря150г639. · 1кг,https://magnit.ru/product/2400007443-koren_imbirya,,,,
Овощи и фрукты,Разные сорта199.Картофель красный мытый2кг99. · 1кг,https://magnit.ru/product/1000302470-kartofel_krasnyy_mytyy_1kg_v_neupakovan_melenskiy_kartofel_ooo_15,,,,
Овощи и фрукты,119.Свекла отварная соломкой 500г,https://magnit.ru/product/1000164859-svekla_otvarnaya_solomkoy_500g,,,,
Овощи и фрукты,134.Капуста1.50кг89. · 1кг4.9· 301 отзыв,https://magnit.ru/product/3414500004-kapusta_molodaya_belokachannaya,,,,
Овощи и фрукты,169.Томаты черри Эко-Культура сливовидные Ароматто 200г,https://magnit.ru/product/8000041362-tomaty_cherri_eko_kultura_slivovidnye_aromatto_200g,,,,
Овощи и фрукты,Создали для вас159.Томаты черри Клубничный поцелуй Premiere of taste 200г,https://magnit.ru/product/8000066080-premiere_of_taste_tomaty_cherri_klubnichnyy_potseluy_sheyk_200g,,,,
Овощи и фрукты,259.Картофель молодой2кг129. · 1кг4.7· 1424 отзыва,https://magnit.ru/product/3412130001-kartofel_molodoy,,,,
Овощи и фрукты,139.Шпинат мини М Свежесть 75г,https://magnit.ru/product/1000272469-shpinat_mini_75g,,,,
Овощи и фрукты,79.Картофель 1кг1кг79. · 1кг4.7· 21 отзыв,https://magnit.ru/product/8000111928-kartofel_novyy_urozhay_1kg_bf_,,,,
Овощи и фрукты,Создали для вас89.Укроп и зелёный лук М Свежесть 70г,https://magnit.ru/product/8000017555-ukrop_luk_zelyenyy_70g,,,,
Овощи и фрукты,189.Томаты Flamenco круглые 450г,https://magnit.ru/product/1000382818-tomaty_flamenco_kruglye_450g,,,,
Овощи и фрукты,229.Перец Палермо сладкий фасованный 1шт,https://magnit.ru/product/1000359546-perets_200g_floupak_5,,,,
Овощи и фрукты,Создали для вас189.Томаты Бакинский акцент М Свежесть 350г,https://magnit.ru/product/8000064686-tomaty_bakinskiy_aktsent_350g,,,,
Овощи и фрукты,Кукуруза вареная в вакууме 2шт4.8· 332 отзыва,https://magnit.ru/product/1000112666-kukuruza_varenaya_v_vakuume_2sht,139.0,4.4,5.9,14.8
Овощи и фрукты,99.Редис 125г,https://magnit.ru/product/3414150003-redis_125g_tsena_za_sht,,,,
Овощи и фрукты,199.229.Томаты Flamenco сливовидные 450г4.9· 3044 отзыва,https://magnit.ru/product/1000382819-tomaty_flamenco_slivovidnye_450g,,,,
Овощи и фрукты,55.Лук красный400г139. · 1кг,https://magnit.ru/product/3414400017-luk_krasnyy,,,,
Овощи и фрукты,119.Бананы мини400г299. · 1кг,https://magnit.ru/product/1444282057-banany_mini_1kg,,,,
Овощи и фрукты,725.Виноград Шайн Мускат без косточки1.10кг659. · 1кг4.8· 674 отзыва,https://magnit.ru/product/1000580291-vinograd_shayn_muskat_bez_kostochki_1kg,,,,
Овощи и фрукты,139.153.Груши красные700г · 1кг,https://magnit.ru/product/1000023461-grushi_krasnye_1kg,,,,
Овощи и фрукты,99.Картофель отварной в вакууме 500г,https://magnit.ru/product/1000164855-kartofel_otvarnoy_v_vakuume_500g,,,,
Овощи и фрукты,99.Картофель отварной в мундире 500г,https://magnit.ru/product/1000170250-kartofel_otvarnoy_v_mundire_500g,49.0,1.8,0.1,10.8
Овощи и фрукты,Разные цвета169.Перец сладкий 1шт в ассортименте,https://magnit.ru/product/1000177839-perets_miks_fasovannyy_1sht,,,,
Овощи и фрукты,119.Свекла отварная кубик 500г,https://magnit.ru/product/1000322928-svekla_kubik_500g_vakuumnaya_upakovka_baltfrut_severnaya_stolitsa_ooo_12,,,,
Овощи и фрукты,189.Набор для салата Сельдь под шубой 900г4.3· 1 отзыв,https://magnit.ru/product/1000301025-nabor_dlya_salata_seld_pod_shuboy_900g_vakuumnaya_upakovka_8,,,,
Овощи и фрукты,159.Редис пучок 1шт 200г4.7,https://magnit.ru/product/1000328759-redis_puchok_10,,,,
Овощи и фрукты,489.Авокадо Хасс 700г,https://magnit.ru/product/1000319982-avokado_khass_700g,,,,
Овощи и фрукты,329.Спаржа зеленая 250г,https://magnit.ru/product/1000327613-sparzha_250g_podlozhka_dolina_sparzhi_12,,,,
Овощи и фрукты,179.Капуста цветная,https://magnit.ru/product/1000345440-kapusta_tsvetnaya_svezhaya_300g_korreks_kkh_mitrokhino_8,,,,
Овощи и фрукты,Создали для вас109.Шампиньоны резаные М Свежесть 300г4.8· 91 отзыв,https://magnit.ru/product/1000285247-griby_shampinony_rezanye_300g,,,,
Овощи и фрукты,Создали для вас189.Томаты Коктейльные шоколадные M Свежесть Original 350г4.7· 33 отзыва,https://magnit.ru/product/8000011970-tomaty_kokteylnye_shokoladnye_350g,,,,
Овощи и фрукты,99.Белокочанная капуста и морковь нарезанные Белая дача 200г,https://magnit.ru/product/8000081205-belaya_dacha_belokochannaya_kapusta_morkov_narezka_200g,,,,
Овощи и фрукты,349.Авокадо Хасс премиум 2шт,https://magnit.ru/product/8000108644-avokado_khass_premium_2sht_bf_,,,,
Овощи и фрукты,39.Морковные палочки Белая дача 80г,https://magnit.ru/product/8000038281-morkovnye_palochki_khrustyashchie_belaya_dacha_80g,35.0,1.3,0.1,6.9
Овощи и фрукты,Создали для вас189.Томаты Коктейльные желтые M Свежесть 350г,https://magnit.ru/product/8000011971-tomaty_kokteylnye_zheltye_350g,,,,
Овощи и фрукты,119.Томаты Черри300г399. · 1кг,https://magnit.ru/product/2400023273-tomaty_cherri_tsena_za_1_kg_6,,,,
Овощи и фрукты,109.Капуста краснокочанная1.10кг99. · 1кг4.7· 41 отзыв,https://magnit.ru/product/3414150004-kapusta_krasnokochannaya_1kg,,,,
Овощи и фрукты,129.Перец мини острый красный 30г,https://magnit.ru/product/8000016183-perets_mini_ostryy_krasnyy_30g,,,,
Овощи и фрукты,99.Морковь нарезанная соломкой Белая дача 200г,https://magnit.ru/product/8000036347-belaya_dacha_sochnaya_morkov_200g,35.0,1.3,0.1,6.9
Овощи и фрукты,289.Кукуруза отварная с соусом Мексиканский халапенью 2шт,https://magnit.ru/product/1000547136-kukuruza_otvarnaya_s_sousom_meksikanskiy_khalapenyu_v_vakuume_2sht,,,,
Овощи и фрукты,Создали для вас169.Томаты черри желтые Мое Лето 250г4.8· 42 отзыва,https://magnit.ru/product/1445100182-tomaty_cherri_zheltye_250g,,,,
Овощи и фрукты,229.Грибы Экопродукт Ассорти сушеные 50г,https://magnit.ru/product/1432400006-ekoprodukt_griby_sushenye_assorti_50g_5,120.0,15.0,4.0,6.0
Овощи и фрукты,Томаты М Свежесть 600г4.8· 122 отзыва,https://magnit.ru/product/1445100286-tomaty_600g,,,,
Овощи и фрукты,89.Перец сладкий оранжевый300г299. · 1кг,https://magnit.ru/product/1444282022-perets_oranzhevyy_1kg,,,,
Овощи и фрукты,Создали для вас179.Опята M Свежесть Original 200г,https://magnit.ru/product/1000570277-griby_opyata_200g,,,,
Овощи и фрукты,109.Кукуруза вареная в кусочках в вакууме 240г3.8· 3 отзыва,https://magnit.ru/product/1000560402-kukuruza_varenaya_v_kusochkakh_v_vakuume_240g,,,,
Овощи и фрукты,79.Сельдерей корневой200г399. · 1кг,https://magnit.ru/product/3412157102-selderey_kornevoy_1kg,,,,
Овощи и фрукты,99.Перец острый Чили зеленый100г999. · 1кг,https://magnit.ru/product/2400013150-perets_chili_zelenyy_1kg,,,,
Овощи и фрукты,143.Яблоки Гренни Смит800г179. · 1кг,https://magnit.ru/product/3414400005-yabloki_grenni_smit,,,,
Овощи и фрукты,199.Капуста Микс,https://magnit.ru/product/1000345442-kapusta_miks_tsvetnaya_brokkoli_svezhaya_300g_korreks_kkh_mitrokhino_8,,,,
Овощи и фрукты,49.Огурец,https://magnit.ru/product/1000567735-ogurets_1sht,,,,
Овощи и фрукты,Создали для васУкроп М Свежесть 100г,https://magnit.ru/product/1000198550-ukrop-m-svezhest-100g,,,,
Овощи и фрукты,230.Манго спелое700г329. · 1кг,https://magnit.ru/product/1444282033-mango,,,,
Овощи и фрукты,129.Капуста квашеная с клюквой 500г,https://magnit.ru/product/1000530492-kvashenye_ovoshchi_kapusta_kvashenaya_s_klyukvoy_500g,,,,
